partition,gap,total_resources,imbalance,drones,batteries,relay_drones,relay_modules
"{B01,B02,B03,B05,B07,B09,B10,B12}|{B04,B06,B11}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B05,B07,B09,B11,B12}|{B04,B06,B10}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B05,B07,B10,B11,B12}|{B04,B06,B09}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B05,B09,B10,B12}|{B04,B06,B07,B11}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B06,B07,B09,B10,B12}|{B02,B04,B11}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B06,B07,B09,B11,B12}|{B02,B04,B10}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B07,B09,B10}|{B02,B04,B06,B11,B12}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B03,B05,B07,B09,B11}|{B02,B04,B06,B10,B12}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B03,B05,B07,B09,B12}|{B02,B04,B06,B10,B11}|{B08}",7,36,0.992598,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 6}",4,5
"{B01,B03,B05,B07,B10,B12}|{B02,B04,B06,B09,B11}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B10,B11,B12}|{B02,B04,B06,B07,B09}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B10,B12}|{B02,B04,B06,B07,B09,B11}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B11,B12}|{B02,B04,B06,B07,B09,B10}|{B08}",7,36,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B12}|{B02,B04,B06,B07,B09,B10,B11}|{B08}",7,36,0.992598,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 6}",4,5
"{B01,B05,B07,B09,B10,B12}|{B02,B03,B04,B06,B11}|{B08}",7,36,0.992598,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B05,B07,B09,B11,B12}|{B02,B03,B04,B06,B10}|{B08}",7,36,0.992598,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B08,B09,B10,B11}|{B02}|{B12}",7,36,0.999927,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B12}|{B09,B10}|{B11}",7,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B09,B12}|{B08,B10}|{B11}",7,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B09,B12}|{B08,B11}|{B10}",7,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B10,B12}|{B08,B11}|{B09}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B11,B12}|{B08,B10}|{B09}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B10}|{B07,B12}|{B11}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B11}|{B07,B12}|{B10}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B10,B11}|{B07,B12}|{B09}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B10,B11}|{B07}|{B08,B12}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B11}|{B07,B10,B12}|{B08}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B12}|{B07,B10,B11}|{B08}",7,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B10,B11,B12}|{B07,B09}|{B08}",7,36,1.0,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B11,B12}|{B07,B09,B10}|{B08}",7,36,1.0,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B08,B09,B10,B12}|{B06,B07}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B08,B09,B11,B12}|{B06,B07}|{B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B08,B10,B11,B12}|{B06,B07}|{B09}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B09,B11,B12}|{B06,B07,B10}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B09,B10,B11,B12}|{B06,B08}|{B07}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B05,B06,B07,B08,B09,B10,B12}|{B04}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B06,B07,B08,B09,B11,B12}|{B04}|{B10}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B06,B07,B08,B10,B11,B12}|{B04}|{B09}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B06,B08,B09,B10,B11,B12}|{B04}|{B07}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B08,B11,B12}|{B04,B06}|{B09,B10}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B09,B10,B12}|{B04,B06}|{B08,B11}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B09,B11,B12}|{B04,B06}|{B08,B10}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B02,B03,B05,B08,B09,B10,B12}|{B04,B06,B07}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B08,B09,B11,B12}|{B04,B06,B07}|{B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B08,B10,B11,B12}|{B04,B06,B07}|{B09}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B09,B10,B11,B12}|{B04,B06,B08}|{B07}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B04,B05,B06,B07,B08,B09,B10}|{B03,B12}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B09,B11}|{B03,B12}|{B10}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B10,B11}|{B03,B12}|{B09}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B11,B12}|{B03}|{B09,B10}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 6, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B07,B09,B10,B11}|{B03,B08}|{B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B07,B09,B10,B11}|{B03}|{B08,B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B07,B09,B10,B12}|{B03}|{B08,B11}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B07,B09,B11,B12}|{B03}|{B08,B10}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 6, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B10,B11}|{B03,B07}|{B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B10,B12}|{B03,B07}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B11,B12}|{B03,B07}|{B10}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B08,B10,B11,B12}|{B03,B07}|{B09}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B09,B10,B11}|{B03,B07,B08}|{B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B09,B11,B12}|{B03,B07,B10}|{B08}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B10,B11}|{B03,B12}|{B07}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B10,B11}|{B03}|{B07,B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B06,B09,B10,B11,B12}|{B03,B08}|{B07}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B09,B10,B11}|{B03,B12}|{B07,B08}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B04,B05,B07,B08,B09,B10,B11}|{B03,B06}|{B12}",7,36,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 7}",4,5
"{B01,B02,B04,B05,B07,B08,B09,B10,B11}|{B03,B12}|{B06}",7,36,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 7}",4,5
"{B01,B02,B04,B05,B07,B08,B09,B10,B11}|{B03}|{B06,B12}",7,36,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 7}",4,5
"{B01,B02,B05,B07,B08,B09,B10,B11}|{B03,B04,B06}|{B12}",7,36,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,5
"{B01,B02,B05,B07,B08,B09,B10,B11}|{B03}|{B04,B06,B12}",7,36,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,5
"{B01,B03,B04,B05,B06,B07,B08,B09,B11,B12}|{B02}|{B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B08,B11,B12}|{B02}|{B09,B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B10,B11}|{B02,B08}|{B12}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B10,B12}|{B02,B08}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B11,B12}|{B02,B08}|{B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B10,B11,B12}|{B02,B08}|{B09}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B10,B12}|{B02}|{B08,B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B11,B12}|{B02}|{B08,B10}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B10,B11,B12}|{B02,B09}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B11,B12}|{B02,B09,B10}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B09,B10,B12}|{B02,B07,B11}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B09,B11,B12}|{B02,B07,B10}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B09,B12}|{B02,B07,B10,B11}|{B08}",7,36,1.0,"{""C"": 3, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",4,5
"{B01,B03,B04,B05,B06,B08,B09,B10,B11,B12}|{B02}|{B07}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B09,B10,B11,B12}|{B02,B08}|{B07}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B09,B10,B11,B12}|{B02}|{B07,B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B08,B09,B10,B12}|{B02,B06}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B08,B10,B11,B12}|{B02,B06}|{B09}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B09,B10,B12}|{B02,B06,B11}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B09,B11,B12}|{B02,B06,B10}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B08,B09,B10,B11,B12}|{B02}|{B06}",7,36,1.0,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B07,B09,B10,B11,B12}|{B02,B08}|{B06}",7,36,1.0,"{""C"": 4, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B07,B08,B09,B10,B11}|{B02,B04,B06}|{B12}",7,36,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,5
"{B01,B03,B05,B07,B08,B09,B11,B12}|{B02,B04,B06}|{B10}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B08,B11,B12}|{B02,B04,B06}|{B09,B10}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11}|{B02,B04,B06,B08}|{B12}",7,36,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",5,5
"{B01,B03,B05,B07,B09,B10,B12}|{B02,B04,B06,B08}|{B11}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B11,B12}|{B02,B04,B06,B08}|{B10}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B10,B11,B12}|{B02,B04,B06,B08}|{B09}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B12}|{B02,B04,B06}|{B08,B11}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B11,B12}|{B02,B04,B06}|{B08,B10}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B08,B09,B10,B11,B12}|{B02,B04,B06}|{B07}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B09,B10,B11,B12}|{B02,B04,B06,B08}|{B07}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B09,B10,B11,B12}|{B02,B04,B06}|{B07,B08}",7,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",5,5
"{B01,B03,B05,B07,B08,B09,B10,B11,B12}|{B02,B04}|{B06}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02,B04,B08}|{B06}",7,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02}|{B04,B06,B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B04,B05,B06,B07,B08,B09,B10,B11}|{B02,B03}|{B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B04,B05,B06,B07,B08,B09,B10,B12}|{B02,B03}|{B11}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B04,B05,B06,B07,B08,B10,B11,B12}|{B02,B03}|{B09}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B04,B05,B06,B07,B09,B10,B11}|{B02,B03,B08}|{B12}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B04,B05,B06,B07,B09,B10,B12}|{B02,B03,B11}|{B08}",7,36,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B04,B05,B06,B07,B09,B11,B12}|{B02,B03,B10}|{B08}",7,36,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B04,B05,B06,B07,B08,B09,B10,B11,B12}|{B02}|{B03}",7,36,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B04,B05,B06,B07,B09,B10,B11,B12}|{B02,B08}|{B03}",7,36,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B05,B07,B08,B09,B10,B11,B12}|{B02,B04,B06}|{B03}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B05,B07,B09,B10,B11,B12}|{B02,B04,B06,B08}|{B03}",7,36,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B03,B05,B08,B09,B12}|{B02,B04,B06,B11}|{B07,B10}",7,37,0.8,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 4}",6,7
"{B01,B03,B05,B09,B11,B12}|{B02,B04,B06,B08}|{B07,B10}",7,37,0.8,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B02,B04,B05,B06,B08,B09,B11}|{B03,B12}|{B07,B10}",7,37,0.81913,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B03,B05,B08,B09,B11,B12}|{B02,B04,B06}|{B07,B10}",7,37,0.830819,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B03,B05,B09,B11,B12}|{B02,B04,B06}|{B07,B08,B10}",7,37,0.85441,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B02,B04,B05,B06,B08,B09,B10,B12}|{B03}|{B07,B11}",7,37,0.910469,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B04,B05,B06,B09,B11,B12}|{B03}|{B07,B08,B10}",7,37,0.936197,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,6
"{B01,B03,B04,B05,B06,B09,B11,B12}|{B02,B08}|{B07,B10}",7,37,0.939194,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B09,B10,B12}|{B04,B06}|{B07,B11}",7,37,0.958105,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B02,B04,B05,B06,B08,B09,B11}|{B03}|{B07,B10,B12}",7,37,0.963804,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B03,B04,B05,B06,B08,B09,B11,B12}|{B02}|{B07,B10}",7,37,0.971797,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B04,B05,B06,B07,B08,B09,B10,B12}|{B02,B11}|{B03}",7,37,0.974158,"{""C"": 4, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B08,B09,B10}|{B02,B04,B06,B11}|{B03,B12}",7,37,0.974493,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,6
"{B01,B02,B03,B05,B09,B11,B12}|{B04,B06}|{B07,B08,B10}",7,37,0.974546,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",6,6
"{B01,B02,B03,B05,B08,B09,B11}|{B04,B06,B07,B10}|{B12}",7,37,0.98087,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,6
